"","num","A_Sales_Year","A_Sales_Value"
"43433","13544000","03/06/2018","$0"
"43434","13544000","05/10/1974","$19,900"
"43435","10378500","11/20/2020","$780,000"
"43436","10378500","04/18/2003","$399,990"
"43437","10378500","11/13/2000","$231,000"
"43438","10378500","03/30/1994","$185,000"
"43439","10379000","10/03/2019","$835,000"
"43440","10379000","04/02/2019","$480,250"
"43441","10379000","01/20/1992","$0"
"43442","10379000","04/20/1989","$0"
"43443","10379000","12/01/1971","$15,000"
"43444","10176000","07/01/2019","$622,900"
"43445","10176000","08/23/2006","$0"
"43446","10176000","04/10/2003","$260,350"
"43447","10176000","03/30/1992","$128,000"
"43448","10176000","01/01/1942","$0"
"43449","10379500","06/23/2011","$441,000"
"43450","10379500","07/25/1990","$129,000"
"43451","10379500","01/01/1942","$0"
"43452","10176500","10/16/2008","$379,000"
"43453","10176500","05/06/2004","$349,000"
"43454","10176500","04/08/1991","$0"
"43455","10176500","01/01/1942","$0"
"43456","10380000","01/07/2021","$0"
"43457","10380000","03/07/2017","$0"
"43458","10380000","12/15/1961","$0"
"43459","10177000","09/02/2010","$0"
"43460","10177000","08/31/1972","$0"
"43461","10380500","12/29/1993","$0"
"43462","10380500","11/03/1959","$0"
"43463","10177500","08/21/2003","$0"
"43464","10177500","01/01/1942","$0"
"43465","10381000","02/07/2022","$910,000"
"43466","10381000","11/27/2019","$835,000"
"43467","10381000","06/19/2019","$545,000"
"43468","10381000","01/05/1982","$78,500"
"43469","10381000","03/02/1978","$37,000"
"43470","10381000","07/01/1959","$10,500"
"43471","10381500","05/12/1997","$0"
"43472","10381500","10/26/1991","$0"
"43473","10381500","05/18/1979","$22,500"
"43474","10382000","12/06/2019","$707,500"
"43475","10382000","06/22/2015","$585,000"
"43476","10382000","01/30/2014","$577,431"
"43477","10382000","12/15/2010","$400,000"
"43478","10382000","07/05/2006","$0"
"43479","10382000","07/15/1959","$0"
"43480","10382500","09/14/2021","$760,000"
"43481","10382500","06/21/2013","$565,000"
"43482","10382500","07/24/2008","$445,000"
"43483","10382500","10/30/2002","$272,600"
"43484","10382500","06/30/1998","$130,000"
"43485","10382500","03/08/1993","$90,000"
"43486","10383000","08/11/2012","$0"
"43487","10383000","01/01/1942","$0"
"43488","10383500","05/22/2023","$835,000"
"43489","10383500","05/13/2015","$629,000"
"43490","10383500","05/09/2012","$383,600"
"43491","10383500","05/28/2004","$360,000"
"43492","10383500","07/31/2002","$195,000"
"43493","10383500","04/08/1996","$0"
"43494","10384000","07/22/2024","$0"
"43495","10384000","04/03/2009","$418,000"
"43496","10384000","08/08/2008","$0"
"43497","10384000","01/01/1942","$0"
"43498","27112000","04/28/2009","$0"
"43499","27112000","07/09/1984","$94,900"
"43500","27112000","03/30/1984","$115,500"
"43501","27112000","01/01/1942","$0"
"43502","27120000","07/05/2022","$785,000"
"43503","27120000","01/04/2013","$545,000"
"43504","27120000","05/04/2007","$520,000"
"43505","27120000","07/25/1994","$170,000"
"43506","27120000","07/18/1989","$0"
"43507","27120000","11/09/1983","$0"
"43508","26592000","03/21/2019","$849,900"
"43509","26592000","01/27/2014","$393,750"
"43510","26592000","10/31/2013","$467,500"
"43511","26592000","11/30/2005","$440,000"
"43512","26592000","05/30/1991","$175,000"
"43513","26592000","10/07/1987","$137,000"
"43514","27128000","02/10/2021","$0"
"43515","27128000","04/30/2012","$437,000"
"43516","27128000","07/21/1986","$114,900"
"43517","27128000","09/10/1985","$105,000"
"43518","27128000","10/26/1979","$69,950"
"43519","26584000","06/16/2020","$715,000"
"43520","26584000","08/15/2014","$565,553"
"43521","26584000","11/21/2011","$450,000"
"43522","26584000","08/21/2009","$475,000"
"43523","26584000","10/03/2008","$245,532"
"43524","26584000","12/29/1997","$0"
"43525","26584000","10/31/1994","$0"
"43526","26584000","10/31/1994","$66,500"
"43527","27136000","08/05/2022","$872,000"
"43528","27136000","04/21/2016","$560,000"
"43529","27136000","12/03/2013","$520,000"
"43530","27136000","03/23/2010","$419,000"
"43531","27136000","04/23/1999","$179,000"
"43532","27136000","04/28/1997","$80,600"
"43533","27136000","06/24/1977","$52,950"
"43534","26576000","01/04/1981","$90,000"
"43535","26576000","04/13/1972","$18,500"
"43536","27144000","08/02/2001","$261,000"
"43537","27144000","05/25/1999","$173,000"
"43538","27144000","08/24/1994","$168,000"
"43539","26568000","02/13/2025","$0"
"43540","26568000","11/14/2003","$365,000"
"43541","26568000","01/31/1997","$166,800"
"43542","26568000","02/18/1994","$162,000"
"43543","26560000","03/08/2019","$595,000"
"43544","26560000","10/23/2014","$420,000"
"43545","26560000","09/27/2013","$0"
"43546","26560000","06/27/1977","$45,950"
"43547","26560000","01/05/1976","$35,000"
"43548","26560000","02/01/1971","$20,000"
"43549","26552000","11/23/2020","$0"
"43550","26552000","11/18/2016","$0"
"43551","26552000","10/09/1958","$0"
"43552","26680000","02/10/2017","$825,000"
"43553","26680000","11/28/2011","$821,000"
"43554","26680000","10/07/2009","$195,000"
"43555","26680000","09/22/1988","$0"
"43556","26680000","04/06/1981","$67,000"
"43557","26680000","01/01/1942","$0"
"43558","26544000","06/17/2010","$620,000"
"43559","26544000","10/22/2009","$0"
"43560","26544000","11/13/2002","$200,000"
"43561","26544000","11/01/1979","$0"
"43562","26544000","11/01/1955","$14,500"
"43563","26688000","08/05/2022","$0"
"43564","26688000","01/19/2005","$0"
"43565","26688000","09/17/1993","$155,000"
"43566","26688000","05/20/1983","$65,500"
"43567","26536000","07/27/2010","$0"
"43568","26536000","04/30/2002","$231,000"
"43569","26536000","04/27/2000","$125,000"
"43570","26536000","08/25/1953","$0"
"43571","26696000","08/01/2024","$665,000"
"43572","26696000","05/22/1997","$0"
"43573","26696000","09/09/1968","$0"
"43574","26528000","07/14/2009","$195,070"
"43575","26528000","11/27/1985","$85,000"
"43576","26528000","08/01/1972","$27,300"
"43577","26704000","12/06/1985","$83,000"
"43578","26704000","09/11/1975","$47,000"
"43579","26704000","10/01/1964","$0"
"43580","26520000","06/07/2012","$425,000"
"43581","26520000","03/11/2005","$431,940"
"43582","26520000","02/21/2003","$350,000"
"43583","26520000","05/22/1985","$82,000"
"43584","26712000","11/21/2023","$0"
"43585","26712000","06/24/2020","$649,000"
"43586","26712000","10/30/2006","$480,000"
"43587","26712000","09/25/2006","$0"
"43588","26712000","08/03/2006","$300,000"
"43589","26712000","08/08/1996","$0"
"43590","26712000","01/22/1986","$81,000"
"43591","26712000","12/01/1985","$0"
"43592","26720000","05/17/2024","$0"
"43593","26720000","08/31/2001","$0"
"43594","26720000","10/29/1992","$0"
"43595","26720000","11/07/1991","$242,000"
"43596","45200000","05/27/1999","$0"
"43597","45200000","05/27/1999","$196,000"
"43598","45200000","12/04/1987","$142,000"
"43599","45280000","03/14/2022","$750,000"
"43600","45280000","12/22/2015","$438,500"
"43601","45280000","08/17/1999","$0"
"43602","45280000","04/15/1957","$0"
"43603","45192000","06/16/2017","$577,000"
"43604","45192000","09/28/2010","$497,000"
"43605","45192000","05/24/2010","$325,000"
"43606","45192000","10/04/1995","$187,000"
"43607","45192000","09/02/1977","$62,000"
"43608","45192000","05/02/1975","$52,500"
"43609","45288000","10/10/2014","$579,900"
"43610","45288000","06/22/2010","$528,000"
"43611","45288000","02/20/2007","$470,000"
"43612","45288000","10/04/1990","$0"
"43613","45288000","10/04/1990","$0"
"43614","45288000","01/01/1942","$0"
"43615","45184000","12/22/2011","$360,000"
"43616","45184000","11/14/2011","$0"
"43617","45184000","09/22/1966","$0"
"43618","45296000","12/15/2010","$585,000"
"43619","45296000","12/11/2010","$585,000"
"43620","45296000","06/17/2009","$555,000"
"43621","45296000","09/09/2004","$0"
"43622","45296000","11/19/1993","$260,000"
"43623","45296000","07/15/1981","$92,000"
"43624","45176000","12/03/2021","$560,000"
"43625","45176000","09/27/2021","$0"
"43626","45176000","07/06/2019","$0"
"43627","45176000","03/23/1971","$34,000"
"43628","45304000","08/23/1996","$208,900"
"43629","45304000","01/01/1942","$0"
"43630","45168000","05/03/2024","$899,000"
"43631","45168000","04/28/2017","$560,000"
"43632","45168000","11/24/2009","$547,000"
"43633","45168000","09/27/2004","$450,000"
"43634","45168000","05/29/2001","$211,150"
"43635","45168000","01/01/1942","$0"
"43636","45312000","04/21/2017","$595,000"
"43637","45312000","08/04/2009","$416,000"
"43638","45312000","12/15/2008","$0"
"43639","45312000","01/21/1998","$0"
"43640","45312000","05/15/1990","$209,000"
"43641","45312000","03/24/1988","$127,600"
"43642","45160000","08/28/2014","$0"
"43643","45160000","04/17/2000","$0"
"43644","45160000","10/19/1993","$0"
"43645","45160000","01/01/1942","$0"
"43646","45320000","04/19/2017","$550,000"
"43647","45320000","04/29/2016","$0"
"43648","45320000","01/31/2003","$0"
"43649","45320000","12/03/1992","$180,000"
"43650","45320000","05/02/1975","$0"
"43651","45152000","01/06/2021","$603,250"
"43652","45152000","08/17/2006","$0"
"43653","45152000","11/17/1961","$0"
"43654","45328000","01/13/2025","$895,000"
"43655","45328000","08/05/2020","$0"
"43656","45328000","11/05/2015","$505,000"
"43657","45328000","04/24/2003","$0"
"43658","45328000","12/29/1999","$0"
"43659","45328000","04/10/1990","$245,000"
"43660","45144000","10/16/1992","$180,000"
"43661","45144000","01/01/1942","$0"
"43662","45336000","03/27/1997","$195,000"
"43663","45336000","09/07/1995","$0"
"43664","45336000","03/25/1986","$36,400"
"43665","45136000","05/09/2022","$810,000"
"43666","45136000","05/31/2002","$270,000"
"43667","45136000","05/04/2000","$0"
"43668","45136000","04/30/1965","$0"
"43669","45344000","11/02/2023","$0"
"43670","45344000","06/07/2023","$665,000"
"43671","45344000","05/26/2017","$483,420"
"43672","45344000","08/16/1993","$182,500"
"43673","45344000","08/27/1991","$0"
"43674","45344000","12/22/1986","$118,500"
"43675","45128000","12/23/2015","$575,000"
"43676","45128000","10/31/2006","$0"
"43677","45128000","07/02/2001","$0"
"43678","45128000","01/01/1942","$0"
"43679","45352000","10/25/2017","$0"
"43680","45352000","06/23/2008","$590,000"
"43681","45352000","01/31/1994","$235,000"
"43682","45352000","11/27/1985","$103,000"
"43683","45352000","10/24/1974","$50,000"
"43684","45120000","11/26/2018","$460,000"
"43685","45120000","11/15/1999","$205,000"
"43686","45120000","12/01/1978","$0"
"43687","45120000","01/01/1966","$0"
"43688","45360000","03/08/2021","$0"
"43689","45360000","03/08/2021","$0"
"43690","45360000","02/07/2017","$0"
"43691","45360000","12/02/2015","$0"
"43692","45360000","12/02/2015","$333,333"
"43693","45360000","08/23/2015","$0"
"43694","45360000","01/04/1967","$0"
"43695","45112000","04/09/2025","$880,000"
"43696","45112000","08/31/2016","$605,000"
"43697","45112000","08/24/2010","$0"
"43698","45112000","05/20/2005","$0"
"43699","45112000","05/20/2005","$0"
"43700","45112000","01/31/2001","$0"
"43701","45112000","01/31/2001","$0"
"43702","45368000","08/17/2021","$0"
"43703","45368000","03/11/2021","$595,000"
"43704","45368000","01/01/2012","$0"
"43705","45368000","06/15/1954","$17,834"
"43706","45376000","04/05/2017","$560,131"
"43707","45376000","12/29/2008","$440,000"
"43708","45376000","12/30/2003","$0"
"43709","45376000","12/30/2003","$0"
"43710","45376000","08/12/2002","$0"
"43711","45480000","12/06/2001","$238,500"
"43712","45480000","04/15/1994","$0"
"43713","45480000","04/15/1994","$182,500"
"43714","45384000","02/25/2025","$906,000"
"43715","45384000","04/26/2016","$605,000"
"43716","45384000","03/27/2009","$585,000"
"43717","45384000","01/17/2002","$0"
"43718","45384000","12/15/1999","$210,000"
"43719","45384000","03/03/1978","$0"
"43720","45472000","03/05/2024","$750,000"
"43721","45472000","10/30/2013","$0"
"43722","45472000","10/25/2012","$460,000"
"43723","45472000","06/12/2012","$0"
"43724","45472000","07/29/1970","$0"
"43725","45392000","12/04/2009","$465,000"
"43726","45392000","08/24/2006","$0"
"43727","45392000","11/30/2005","$0"
"43728","45392000","11/30/2005","$342,459"
"43729","45392000","08/27/2003","$275,000"
"43730","45392000","01/13/1999","$190,000"
"43731","45464000","05/18/2020","$595,000"
"43732","45464000","11/04/2005","$573,000"
"43733","45464000","05/31/2005","$500,000"
"43734","45464000","04/30/1998","$190,000"
"43735","45400000","09/23/2011","$420,000"
"43736","45400000","02/23/2011","$0"
"43737","45400000","06/13/1960","$0"
"43738","45456000","04/09/2013","$500,000"
"43739","45456000","09/29/2000","$223,000"
"43740","45456000","05/24/1999","$0"
"43741","45456000","05/30/1975","$51,000"
"43742","45408000","02/07/2018","$580,000"
"43743","45408000","08/23/2017","$439,000"
"43744","45408000","03/28/2005","$515,000"
"43745","45408000","04/23/1999","$205,000"
"43746","45408000","04/13/1976","$59,500"
"43747","45448000","04/06/2023","$810,000"
"43748","45448000","05/13/2015","$610,000"
"43749","45448000","09/08/2009","$0"
"43750","45448000","12/17/2007","$0"
"43751","45448000","05/14/1954","$0"
"43752","45416000","08/24/2015","$530,000"
"43753","45416000","08/07/1997","$212,000"
"43754","45416000","09/30/1988","$170,000"
"43755","45416000","01/01/1942","$0"
"43756","45440000","06/24/2021","$0"
"43757","45440000","02/24/2012","$0"
"43758","45440000","05/11/1998","$197,000"
"43759","45440000","03/01/1991","$0"
"43760","45440000","01/01/1942","$0"
"43761","45424000","02/26/1998","$0"
"43762","45424000","07/29/1991","$180,000"
"43763","45424000","01/01/1942","$0"
"43764","45432000","05/17/2023","$0"
"43765","45432000","10/20/1994","$182,500"
"43766","45432000","05/02/1994","$142,000"
"43767","45432000","12/28/1992","$0"
"43768","20696000","05/11/1970","$20,000"
"43769","20704000","05/13/2023","$0"
"43770","20704000","06/15/2021","$0"
"43771","20704000","10/27/2004","$0"
"43772","20704000","12/05/1994","$138,000"
"43773","20704000","05/04/1993","$0"
"43774","20712000","07/13/2001","$140,000"
"43775","20712000","06/27/1994","$132,800"
"43776","20712000","08/19/1983","$68,000"
"43777","20464000","09/21/2023","$610,000"
"43778","20464000","11/25/2020","$491,000"
"43779","20464000","09/19/2007","$361,000"
"43780","20464000","05/03/1995","$120,800"
"43781","20464000","01/01/1942","$0"
"43782","20424000","10/20/2022","$567,002"
"43783","20424000","09/07/2017","$430,000"
"43784","20424000","04/26/2017","$260,000"
"43785","20424000","09/03/1991","$119,000"
"43786","20424000","01/01/1942","$0"
"43787","20432000","03/05/1998","$123,000"
"43788","20432000","10/27/1988","$85,000"
"43789","20432000","01/01/1942","$0"
"43790","20440000","09/07/2011","$320,000"
"43791","20440000","04/28/2011","$209,000"
"43792","20440000","03/10/2010","$234,090"
"43793","20440000","03/15/2004","$0"
"43794","20440000","02/01/2002","$187,000"
"43795","20440000","01/15/1999","$0"
"43796","20448000","03/26/1993","$123,000"
"43797","20448000","12/08/1988","$115,000"
"43798","20448000","07/04/1988","$0"
"43799","20456000","05/21/2009","$0"
"43800","20456000","04/14/2008","$229,900"
"43801","20456000","05/08/2007","$387,080"
"43802","20456000","04/28/2005","$343,400"
"43803","20456000","12/31/1996","$135,000"
"43804","20456000","02/28/1990","$135,000"
"43805","20144000","12/09/2020","$510,000"
"43806","20144000","02/14/2020","$341,000"
"43807","20144000","04/22/2009","$235,000"
"43808","20144000","02/27/2009","$212,500"
"43809","20144000","04/05/2005","$343,400"
"43810","20144000","08/23/1997","$103,750"
"43811","20144000","10/07/1996","$0"
"43812","19976000","08/24/1994","$132,000"
"43813","19976000","06/07/1993","$0"
"43814","19976000","01/01/1942","$0"
"43815","19968000","09/25/2020","$465,000"
"43816","19968000","04/18/2017","$410,000"
"43817","19968000","06/29/1984","$72,500"
"43818","19968000","07/28/1983","$63,000"
"43819","19968000","01/01/1942","$0"
"43820","19960000","02/23/2001","$143,500"
"43821","19960000","11/29/1988","$99,000"
"43822","19960000","09/27/1978","$45,500"
"43823","19952000","07/14/2022","$0"
"43824","19952000","07/13/2016","$279,000"
"43825","19952000","04/06/2016","$0"
"43826","19952000","11/23/2012","$0"
